List Year,Town,Assessed Value,Sale Amount,Sale Ratio
2007,New Milford,99509530,164488797.0,1.6529954166198957
2007,Wallingford,106815180,173906437.0,1.628106014519659
2010,Plainville,42793760,52794950.0,1.2337067366831052
2011,Wilton,195083310,236234299.0,1.2109405925089132
2002,East Hampton,44253298,89622909.0,2.0252255323433745
2002,Wethersfield,59882540,120554637.0,2.0131850953550066
2005,Sprague,12875400,11885468.0,0.9231144663466766
2007,Litchfield,22221569,43644830.0,1.9640750839870937
2009,Killingly,48445180,48910592.0,1.0096069825728793
2012,Brooklyn,15166120,19999923.0,1.318723773779978
2013,Hartland,2862080,3764600.0,1.3153370974955276
2014,New Milford,81965621,106472287.0,1.2989871326662674
2001,Tolland,48128561,79809365.0,1.6582537134239272
2003,Guilford,122758850,205201737.0,1.6715840609455042
2005,Canaan,5101350,7578650.0,1.485616552481206
2001,New London,39048830,64979350.0,1.6640536989200445
2016,Norwich,85330240,123264204.0,1.4445547557348954
2019,Killingly,52457100,101041729.0,1.9261783247644266
2002,West Hartford,189492172,389216029.0,2.0539952911616846
2005,Woodbridge,48680730,78473837.0,1.612010275934646
2012,Harwinton,15744830,18289800.0,1.161638455289768
2016,Simsbury,121096026,213315720.0,1.7615418692600202
2017,Kent,27817000,40379400.0,1.4516087284753927
2019,Bethlehem,12250360,18346042.0,1.4975920707636348
2020,Berlin,82715714,134277318.0,1.6233592325637183
2003,Redding,75236313,137012953.0,1.8211013742791995
2007,Stratford,683064420,221905736.0,0.32486794730136875
2013,Simsbury,85127960,130761077.0,1.536053219177342
2015,Stamford,1318781877,1524881886.0,1.1562805893790729
2019,North Canaan,8712210,12366180.0,1.419407934381747
2002,Bethlehem,7585890,16684423.0,2.199402179572865
2005,Norfolk,6476710,16721525.0,2.581793070864683
2006,Windsor,112420330,242619498.0,2.1581461111170905
2017,Litchfield,39616890,48545466.0,1.2253729659243822
2019,Old Saybrook,78529100,120106038.0,1.5294462562285829
2007,Groton,127803340,197120573.0,1.5423741899077128
2010,Stratford,427024253,162129964.0,0.3796739010980718
2016,Avon,126300900,169999211.0,1.3459857451530433
2017,Stratford,676409970,366227994.0,0.5414290300895476
2002,Portland,23880998,48237319.0,2.0199038164150425
2003,Bozrah,2322670,4455274.0,1.9181691759914237
2006,Woodbridge,63952930,89809305.0,1.4043032117527687
2007,Oxford,48825260,89335571.0,1.829699852084761
2008,Bridgeport,1250190,2034874.0,1.6276517969268671
2013,Torrington,77794780,74310963.0,0.955217856519422
2020,Enfield,141689005,260139325.0,1.8359880853140298
2003,West Hartford,203586950,459793987.0,2.25846493107736
2006,Prospect,27325300,49205441.0,1.800728299414828
2018,Branford,139346380,196999251.0,1.413737845217077
2018,Plymouth,30380100,39977036.0,1.3158954710484825
2003,Roxbury,19876550,46335750.0,2.3311766881073424
2003,Litchfield,387800,387500.0,0.9992264053635895
2005,New Canaan,368444100,667663782.0,1.8121169045724983
2010,Sterling,6206990,6087597.0,0.9807647507084755
2012,Trumbull,129853500,179189595.0,1.3799365823793737
2014,East Haddam,26983780,36601906.0,1.35644101752979
2014,Warren,11254280,25843745.0,2.2963481448835465
2004,Lebanon,31574808,46314134.0,1.4668065123309697
2005,Bristol,133401630,302333047.0,2.266336978041423
2006,Norwich,95527006,189702062.0,1.985847457628893
2008,Bristol,108175970,139415524.0,1.2887845979102384
2012,Hamden,221151669,200844231.0,0.9081741589750335
2012,Newington,72855589,99944796.0,1.3718205750831278
2015,Old Saybrook,75140000,108845431.0,1.4485684189512908
2002,Haddam,22856872,40986844.0,1.7931956743687412
2002,Lyme,9428600,22485500.0,2.384818530852937
2002,Thompson,15630530,31225700.0,1.9977377606517501
2003,Griswold,28371938,52256224.0,1.841827794773836
2005,New Fairfield,74045900,114462382.0,1.5458301134836636
2007,Orange,72374300,123027220.0,1.6998744029303219
2008,Stratford,305922434,148722692.0,0.4861450991201253
2010,Goshen,20390580,21879881.0,1.0730386776639016
2009,Woodbury,34224610,43874233.0,1.2819498308381017
2016,West Haven,111557000,147295702.0,1.320362702474968
2018,Plainville,50508200,85203783.0,1.686929706463505
2019,Brookfield,102103550,151357054.0,1.4823877720216387
2008,Naugatuck,53884240,63210659.0,1.1730825005604608
2013,Preston,31990694,12506595.0,0.39094478538039845
2013,Thomaston,11383390,14599397.0,1.2825175101617357
2017,Avon,115869750,154059526.0,1.3295922878922237
2001,Union,1389800,3060840.0,2.202360051806015
2001,Woodstock,19829226,40012583.0,2.0178590430105543
2001,New Haven,122010,217500.0,1.7826407671502336
2005,Watertown,65596744,128400625.0,1.9574237556668972
2006,Bozrah,4405320,10513400.0,2.3865235669599483
2007,Bethlehem,8138140,15056772.0,1.8501490512574126
2011,New Britain,100302840,86605202.0,0.863437186823424
2011,Bozrah,4649160,5493492.0,1.1816095810856155
2012,Killingly,43713009,49168925.0,1.1248121811975926
2012,Thomaston,11501600,15933650.0,1.3853420393684357
2015,Colchester,41086930,57533397.0,1.4002846403953764
2018,Newtown,124458961,187286667.0,1.5048066085012552
2019,Ashford,10538590,15848868.0,1.5038888504059842
2004,East Hartford,104715400,209842377.0,2.003930434300972
2012,Windham,22800697,24588653.0,1.0784167255939587
2007,Essex,28243900,49239233.0,1.743358141049926
2015,Columbia,15096450,21440107.0,1.4202085258454802
2015,Killingworth,28817080,36934392.0,1.2816840568163048
2016,New London,53700408,67488219.0,1.2567543062242656
2015,Canaan,4130880,4970056.0,1.203147029204431
2016,Ledyard,49880730,71281896.0,1.4290467681607708
2019,Middlebury,39189440,68523771.0,1.748526414258535
2020,Bethlehem,17660190,35170215.0,1.9914969770993405
2020,Watertown,75326660,131171074.0,1.7413632039439955
2020,Roxbury,52861420,97531121.0,1.8450340721077867
2003,Waterbury,214127329,377400128.0,1.762503318761334
2009,Middlefield,9783500,13636848.0,1.3938619103592784
2013,Plainfield,25614095,33060400.0,1.2907112275487382
2019,Danbury,266174334,456025703.3203125,1.7132594884986638
2019,Salisbury,63646740,93962763.0,1.476316980256962
2001,Sterling,6202230,12330636.0,1.9880971843998045
2008,Westport,313419882,425524287.0,1.357681217555943
2008,Oxford,38249825,60368753.0,1.5782752731548444
2009,Durham,21235790,27062390.0,1.2743764183013677
2013,Waterford,58306520,80920477.0,1.3878461105207445
2017,Thomaston,15407990,21328017.0,1.3842179933917402
2020,Harwinton,25757440,43884190.0,1.7037481209312726
2020,Waterbury,242993019,479231293.0,1.9722018968783626
2003,Fairfield,427155890,814031021.0,1.9057000969833284
2005,Plainfield,27353250,69636986.0,2.5458395620264502
2013,Bloomfield,52038725,65560274.0,1.2598362853817038
2016,Old Saybrook,97831800,129946497.0,1.3282643986924496
2018,Enfield,153745530,182533014.82666016,1.1872411173623074
2019,Plainfield,35837820,61886485.0,1.7268484801809931
2019,Newington,75597650,124530299.0,1.647277382299582
2001,Windsor Locks,21841700,41225325.0,1.8874595384058934
2002,Newington,77495978,145556353.0,1.8782439651255192
2011,Roxbury,29723060,28708085.0,0.965852270930382
2014,Ridgefield,198623300,301217559.0,1.5165268072778975
2015,East Granby,19149120,25707409.0,1.3424851376982336
2017,Brooklyn,25075080,38783982.0,1.5467141879507462
2017,Suffield,54862769,81913635.3828125,1.4930641831587557
2005,Canton,44834570,103467224.0,2.307755466373381
2005,Madison,112774410,225314446.0,1.9979217448355526
2008,Brookfield,71217310,84836908.0,1.1912399948832664
2010,Hartland,1472280,1892150.0,1.2851835248729861
2011,North Haven,69420760,93007130.0,1.3397596050518605
2013,Greenwich,2759681811,2341798580.0,0.8485755751498846
2017,Lebanon,18315050,28080077.0,1.5331695518166752
2019,Bridgeport,605182927,399313256.0,0.659822407713098
2004,New Canaan,471704700,783417510.0,1.6608219294825768
2005,Hebron,23724150,58458668.0,2.4640995778563193
2006,Seymour,57119370,86945145.0,1.5221656856509447
2009,Griswold,24958480,28204977.0,1.1300759100714466
2009,Warren,10320070,13985400.0,1.3551652265924552
2012,Killingworth,17691690,24742988.0,1.3985655412230262
2012,Litchfield,31808580,45743845.0,1.4380976767903502
2003,East Haddam,25170250,50731233.0,2.0155236042550233
2003,Middlebury,41113850,72587987.0,1.7655361149588278
2013,Prospect,17625515,27877827.0,1.5816744645475607
2016,Newington,84181810,138631132.0,1.6468062637284706
2004,Bethlehem,14274502,25934750.0,1.8168584795462566
2010,Killingworth,16359260,19390811.0,1.185311010400226
2010,Hampton,2618230,2872500.0,1.097115226698953
2013,Vernon,63932689,92778339.0,1.451187810980389
2016,Tolland,64579190,85372370.0,1.321979572676585
2018,Sterling,12237030,18659834.0,1.5248662461397904
2019,Windham,36056860,54779206.0,1.5192450479603603
2020,New Britain,138967246,271502457.0,1.9537154604042453
2010,Hamden,202501825,97110026.0,0.4795513620679715
2017,Winchester,27190231,37125875.0,1.3654122688402317
2019,Ledyard,53734690,82662987.0,1.5383542177315994
2006,Redding,58202650,112242460.0,1.928476796159625
2009,Haddam,22035460,31566329.0,1.4325241678639793
2019,North Haven,78238154,119371960.0,1.5257512338545207
2012,Salem,13296660,16473161.0,1.238894654747884
2012,Pomfret,11396990,9709695.0,0.8519525769523356
2015,Berlin,68947540,112718214.0,1.6348402568097427
2017,Wethersfield,87013490,126353595.0,1.4521150111321819
2019,Killingworth,30580862,44398390.0,1.4518357919407243
2001,Putnam,13965000,25450827.0,1.822472395273899
2004,Bethel,82635380,161932319.0,1.9596003430975932
2005,Vernon,80832357,201956065.0,2.49845572361573
2016,Bridgeport,507050328,362767018.0,0.7154457811533059
2016,Stamford,1430238446,5339843097.0,3.7335334621539045
2005,Sherman,26330600,48724919.0,1.850505457528503
2006,Avon,119617060,225639680.0,1.886350324945288
2007,Prospect,51317000,54839492.0,1.0686418146033478
2011,Simsbury,99306900,104277170.0,1.0500495937341716
2010,Bolton,11097230,15458850.0,1.3930368209003507
2012,Chester,12739240,16394600.0,1.2869370543297716
2014,Kent,18056200,24702985.0,1.3681164918421373
2020,Bloomfield,103032490,158456343.0,1.5379259784947448
2002,Wallingford,119176820,227509342.0,1.9090066507899774
2007,Newington,128852410,196213579.0,1.5227777190973766
2008,Plainfield,30084280,32979469.0,1.0962359411626272
2012,Guilford,117490743,147635967.0,1.2565753116396583
2018,Bristol,143049726,210762621.0,1.473352147490307
2004,Southbury,136681391,235876917.0,1.7257427311374085
2008,Bridgewater,5653800,6987786.0,1.2359450281226785
2015,Bethlehem,8576270,10195360.0,1.1887872000298498
2015,Chaplin,5888000,7311175.0,1.241707710597826
2017,Sherman,31344700,43789313.0,1.397024473036909
2019,East Hartford,84155310,135140878.0,1.605850872630616
2020,Ridgefield,403340461,657006861.0,1.6289138445745963
2002,North Haven,56569970,107178004.0,1.894609525159727
2003,East Haven,54168000,122556624.0,2.262528134692069
2003,West Haven,104446770,220739780.0,2.1134189214276327
2009,Columbia,12706960,15747400.0,1.2392735949432436
2012,Norwich,80305978,64295043.0,0.8006258637432945
2015,Meriden,122741905,158062143.0,1.2877602233727756
2019,Lyme,23392992,33824828.0,1.4459385101315814
2019,Cromwell,39308524,61230876.0,1.5576996989253526
2019,Southbury,95085132,149529307.0,1.5725834718302751
2019,Redding,81540410,112972982.0,1.3854845959199862
2019,Windsor,86508994,192218132.0,2.2219439056244257
2002,Orange,74330739,149123619.0,2.0062173604920033
2004,Litchfield,44002934,88110045.0,2.002367501221623
2004,Norfolk,8858170,16628880.0,1.8772364946710212
2008,Fairfield,334282530,405573343.0,1.2132651472992022
2008,Morris,4843030,7360610.0,1.519835722677745
2013,Ridgefield,219153538,335562783.0,1.531176663002356
2010,Cromwell,49878401,63665525.0,1.2764147150587286
2011,Franklin,3608070,3399400.0,0.9421657562076123
2014,Bozrah,12502110,14716442.0,1.177116662707335
2015,Plainfield,31293710,39382039.0,1.258465007824256
2018,Colebrook,4787950,6241500.0,1.3035850416148873
2020,Cromwell,102001430,188482185.0,1.847838652850259
2020,Plainville,62784060,109400972.0,1.7424959774821827
2015,Norwich,87892020,117752191.0,1.3397369977388163
2016,Middletown,132466655,212830758.0,1.6066742079355745
2003,East Lyme,58276700,183810906.0,3.1541062894776126
2006,Ellington,50934280,92477439.0,1.8156227790007045
2007,Brookfield,98248229,131359044.0,1.3370118254243544
2008,Madison,101861723,122007738.0,1.19777807017853
2008,Canaan,3957500,7906400.0,1.9978269109286166
2010,Brooklyn,11533810,16318861.0,1.4148716685986678
2011,Voluntown,2895530,3581798.0,1.2370094594081222
2014,Preston,16707140,17147181.0,1.0263384995876015
2018,Burlington,38077866,56144380.0,1.4744623556372618
2019,Hampton,5712160,7779300.0,1.3618841208929722
2020,Windsor Locks,46214900,81322030.0,1.7596495935293597
2001,Bridgeport,479099387,393362184.0,0.8210450580267596
2003,Farmington,188612406,231814841.0,1.229054047484024
2011,Stamford,730226220,705205163.0,0.9657351977856944
2014,Bristol,112996551,146611526.0,1.2974867347942327
2014,Wilton,162199470,244301390.0,1.5061787193262715
2016,Durham,30600589,42470116.0,1.387885573052205
2001,Washington,30637270,54557718.0,1.7807630379599748
2002,Thomaston,15179630,32695089.0,2.1538791788732663
2002,Windham,34562360,58950509.0,1.7056274224329588
2010,Killingly,37583630,37442665.0,0.9962492978991119
2007,Barkhamsted,6125031,12003599.0,1.9597613465140014
2012,Westbrook,32315588,43672714.0,1.3514442008605878
2015,Rocky Hill,79025272,182208046.0,2.3056933736336904
2017,Darien,372986666,560679035.0,1.5032146886451967
2017,North Stonington,18471036,28907749.0,1.565031273827846
2012,Milford,222729282,309662694.0,1.3903097572954057
2013,New Britain,114522300,156891049.0,1.3699606888789344
2004,Lisbon,6645120,16662042.0,2.5074102499277666
2005,Hampton,5807300,12412565.0,2.137407228832676
2007,Middlebury,31090100,44699500.0,1.4377406312620415
2013,Columbia,12575520,17671853.0,1.4052582318663562
2015,Danbury,245098690,395711259.0,1.6144976499058399
2014,Thomaston,16524603,21195746.0,1.2826780770466921
2001,Warren,5799367,18069779.0,3.115819191991126
2001,Willington,11283430,21386504.0,1.8953903201420135
2006,Newington,123003660,215898301.0,1.7552185113841328
2003,Preston,78074800,24908303.0,0.3190312751361515
2003,Watertown,126420,257000.0,2.032906185730106
2005,Essex,44375840,77897486.0,1.7554030751868583
2006,Morris,11626290,19854494.0,1.7077239600938907
2007,Lebanon,12013790,22542690.0,1.8764012022850407
2006,North Stonington,27153440,38364668.0,1.4128842607050893
2008,Stafford,65878510,21378566.0,0.32451502014845207
2010,East Lyme,78279470,91469078.0,1.1684938336961146
2010,Lisbon,6675420,7545786.0,1.1303837061937676
2012,Suffield,46976560,69286840.0,1.4749236640571384
2014,Woodstock,23739990,31796792.0,1.3393768068141563
2018,Bethlehem,2456120,2989000.0,1.216960083383548
2019,Windsor Locks,27923440,40660958.0,1.4561586251550669
2020,Groton,175316552,336328214.0,1.918405365398699
2015,South Windsor,101759380,182192202.0,1.7904216987171109
2003,Colchester,36259010,75326315.0,2.0774509563278203
2004,East Granby,24659210,40304105.0,1.6344442907943928
2005,Windsor Locks,52337710,108616066.0,2.075292671383597
2006,North Branford,35464970,54647542.0,1.5408878676620903
2008,Trumbull,113601900,139113912.0,1.2245738143464149
2011,Sherman,23971200,29056449.0,1.2121399429315178
2017,East Hartford,115057334,168929095.0,1.468216663181158
2018,Woodbridge,60162100,78078615.0,1.2978040161497022
2003,Lisbon,8377120,19440056.0,2.3206132895314857
2004,Montville,48772712,112879153.0,2.314391559772194
2005,Plymouth,27753020,60403845.0,2.1764782715538704
2009,Canton,34486489,49247499.0,1.4280229860453466
2010,Enfield,73058210,80377590.0,1.1001855917356858
2012,Bridgeport,487226349,233697207.0,0.4796481296211671
2015,Wilton,151663760,224181660.0,1.4781491636499056
2016,Sterling,10057550,14357473.0,1.4275318541791988
2002,Salisbury,25022230,47683357.0,1.9056397851030864
2006,Somers,29471490,45184726.0,1.533167342404473
2008,Harwinton,1318640,1752900.0,1.3293241521567676
2009,Enfield,75693610,95588679.0,1.2628368365572735
2011,East Granby,10976000,14548888.0,1.325518221574344
2018,East Hartford,152222899,175836382.4375,1.1551243839962606
2020,East Lyme,123357970,222043585.5625,1.7999938355219367
2002,Hamden,126153410,267600080.0,2.1212274800974464
2002,Bloomfield,43056580,100060640.0,2.3239337634340673
2004,Essex,60146600,107405828.0,1.7857339899512192
2004,East Haddam,32657042,76168079.0,2.332363078076698
2007,Cornwall,11030460,12502325.0,1.133436411536781
2013,Meriden,112131523,150044259.0,1.3381095251867756
2017,Plymouth,34069890,43930896.0,1.289434629815359
2019,Ellington,51897516,78210295.0,1.5070142278100556
2003,Haddam,23769610,53650203.0,2.257092270340153
2005,Wethersfield,94507570,175152575.0,1.8533179405628566
2005,Union,1658610,3742200.0,2.2562265993814097
2007,Rocky Hill,39959700,92616482.0,2.3177471802841363
2008,Clinton,38439550,45761793.0,1.190487219543413
2009,Montville,36630440,42754462.0,1.1671839595702371
2011,Sharon,27053650,29663392.0,1.096465430727462
2011,Hartland,3101740,3977284.0,1.2822751100994925
2012,Farmington,25134020,33816793.0,1.345458983481353
2012,Brookfield,73241643,106458930.0,1.4535300634913393
2016,Deep River,16163860,19498912.0,1.2063276964784402
2020,Thompson,33393850,66646525.0,1.9957724251621183
2005,Winchester,16059361,32349669.0,2.014380833708141
2011,South Windsor,70505120,91945378.0,1.304095050118346
2019,Granby,58433050,111777131.0,1.912909406577271
2002,Sprague,4767060,9754644.0,2.0462599589684207
2004,Colchester,46620431,110701504.0,2.3745276829379804
2007,Lyme,15711378,24248026.0,1.5433417743497737
2008,Bethel,64758420,74252324.0,1.146604935697937
2008,Sprague,4285500,5981800.0,1.3958231244895578
2010,Branford,86290870,120317032.0,1.394319375850539
2010,Columbia,12421070,14792256.0,1.1909003008597487
2010,Woodbury,27515330,37388433.0,1.3588219003733555
2015,Lisbon,7642285,10637718.0,1.3919551547737359
2017,Ledyard,48221820,70992437.0,1.4722056736970939
2001,Pomfret,9441530,17411276.0,1.8441159430727858
2004,Watertown,82051300,141995518.0,1.7305699970628132
2013,Mansfield,52440862,117344767.0,2.2376590033931936
2014,Salem,12265690,17634339.0,1.4376964524621119
2014,Newtown,93460238,140013909.0,1.498112052742686
2016,Torrington,71560891,88395343.0,1.235246539901243
2002,Beacon Falls,20169480,35815986.0,1.775751581101744
2005,East Haddam,25388980,59998877.0,2.3631857995082908
2011,Andover,1118600,1472000.0,1.315930627570177
2014,Wethersfield,70841770,96755547.0,1.3657979889548215
2016,Windham,33669160,45325723.0,1.3462089045286547
2019,Hartland,4182440,5663110.0,1.3540206195426594
2002,Hebron,32313170,62955764.0,1.9483004607718772
2004,Ledyard,43203230,101630125.0,2.3523733063476966
2004,Portland,26542986,70965710.0,2.673614415499447
2005,Monroe,78910560,166827400.0,2.114132759924654
2008,Torrington,51207990,81510618.0,1.591755856849683
2015,Windsor,127223660,223111098.0,1.7536918683207197
2016,Bethany,18793850,27275380.0,1.4512928431375158
2008,Bozrah,2605590,3071000.0,1.1786198135547035
2008,Tolland,33632430,46848444.0,1.3929544787575563
2014,Montville,36388710,46196770.0,1.2695357983286575
2018,Hartland,6100800,8343699.0,1.3676401455546814
2020,Ashford,17698450,33649688.0,1.9012788125513815
2003,Plymouth,26530190,51988242.0,1.9595880014428846
2004,Plymouth,26699950,55660530.0,2.0846679488163837
2008,Enfield,116461600,137189985.0,1.1779847177095284
2008,Colebrook,4587620,5905000.0,1.287159790915551
2009,Litchfield,27627960,39157181.0,1.4173026528198245
2011,Killingly,38564770,37423691.0,0.9704113624948366
2019,Guilford,128813387,203666655.0,1.5810985157932382
2006,Ansonia,28148057,67293267.0,2.3906895953777556
2011,Bolton,11868640,14928332.0,1.257796343978754
2009,Union,957110,1546681.0,1.615990847447002
2011,Windsor Locks,22564100,28357291.0,1.2567437212208774
2012,Clinton,45199202,70645592.0,1.5629831694816205
2014,Oxford,46456156,66076947.0,1.422350721398473
2014,Winchester,24123270,29193307.0,1.2101720454979776
2015,Newtown,127441628,191946932.0,1.5061556809365304
2020,Sprague,7476850,13086100.0,1.7502156656880905
2002,Weston,115167710,222617475.0,1.9329851657204957
2003,Columbia,16498620,34605589.0,2.097483850164438
2001,Suffield,37776890,75303445.0,1.9933733295673626
2017,Cornwall,7970230,12743419.265625,1.5988772300956182
2018,Stamford,1296072212,1721350366.0,1.3281284407322822
2010,Pomfret,9049590,10124639.0,1.1187953266391073
2012,Meriden,110393520,96409384.0,0.8733246661579411
2013,Canterbury,7939600,8722119.0,1.0985589954153863
2013,North Branford,28695090,38929750.0,1.3566693814168207
2015,Waterford,70599220,93298477.0,1.3215227731977774
2017,New London,61985791,340856723.0,5.4989493156584865
2020,Beacon Falls,17583310,44472701.0,2.5292564938000868
2020,Easton,92245211,153533619.0,1.664407478020729
2002,Plymouth,25429320,41476806.0,1.6310623327717768
2004,Brookfield,123822720,247927882.0,2.0022810191861398
2005,Killingly,31263330,95318443.0,3.048889641634464
2009,Danbury,259905030,265852675.0,1.0228839164828785
2015,Hartford,93260056,196899732.0,2.111297595618
2019,Westport,754683590,999175277.0,1.3239658185757026
2002,Mansfield,24895578,51602073.0,2.0727405083746198
2006,Canton,42131100,84100314.0,1.9961575653139843
2006,Westport,578396100,925470566.0,1.6000636345922803
2011,Cromwell,47245987,67911298.0,1.437398228128878
2008,East Lyme,120201990,94990312.0,0.7902557353667772
2008,Ledyard,31825700,42225483.0,1.3267731110391916
2008,Plymouth,19267190,23821126.0,1.2363570401288408
2008,Warren,8215820,15162849.0,1.845567332293064
2013,Morris,11779890,14657065.0,1.2442446406545393
2020,Norwich,119576160,321553490.0,2.6891103544385437
2012,Hartford,149468913,233902685.0,1.5648918581484565
2018,New Fairfield,59433937,90993458.0,1.5310016901623058
2003,Plainfield,46259280,92940322.0,2.0091173489946232
2004,Hartland,3399555,6869783.0,2.020788897370391
2011,Monroe,58129300,70799270.0,1.217961854004779
2009,Roxbury,39340860,54059440.0,1.3741295945233531
2009,Marlborough,13561930,16422744.0,1.2109444599699306
2012,Cornwall,7416980,8441089.0,1.1380762790246164
2015,Griswold,25441580,30897703.0,1.2144569244520191
2016,Greenwich,2773564130,2084932312.0,0.751715920121883
2001,Chester,13932500,24070415.0,1.7276450744661762
2004,East Hampton,45806567,126784922.0,2.7678328742688794
2007,Branford,103734800,194959392.0,1.8794020135962088
2018,Coventry,38311700,60112320.0,1.5690329586001144
2019,Hamden,196483025,281133484.0,1.430828357818697
2019,Sherman,37177750,59643687.0,1.6042844712227071
2001,Sharon,36237400,34405700.0,0.9494527753094869
2004,Farmington,259901200,350809423.0,1.3497799279110678
2004,Derby,23177460,61440091.0,2.6508552274494273
2007,Somers,18808730,39149770.0,2.0814680204351914
2007,Sherman,14595070,25004709.0,1.7132298097919365
2011,Clinton,42684730,57050736.0,1.3365607794637566
2018,Haddam,25080930,34160555.0,1.362013091221099
2019,Scotland,3697900,5718900.0,1.5465264068795803
2020,East Windsor,34664680,65606910.0,1.8926154806563915
2002,Oxford,43467190,99292093.0,2.284299790255593
2004,Vernon,62259919,141726141.0,2.276362437927361
2005,Plainville,35793900,87099553.0,2.4333630311310026
2001,Monroe,78011640,158080583.0,2.0263717440115347
2013,Stamford,1360542581,2220277250.0,1.6319057418754908
2018,Meriden,139116427,219206018.46875,1.5757019008887427
2003,Orange,52442330,109664980.0,2.0911538446136926
2004,New Hartford,25179175,45597708.0,1.8109293890685458
2005,Franklin,4137480,6566560.0,1.5870916596575693
2010,Portland,20141180,24426175.0,1.212747962135287
2011,East Hampton,32480170,41282890.0,1.2710182859264592
2012,Manchester,104038200,148592296.0,1.4282474706405917
2013,Griswold,18822360,22872754.0,1.2151905499629165
2013,Redding,46162620,59861586.0,1.2967545169663246
2015,Scotland,4663400,5389574.0,1.1557177166873955
2018,North Canaan,9685590,13217933.0,1.364700859730796
2009,Norwich,98290000,77527249.0,0.7887602909756842
2009,Hartford,108388747,157141718.0,1.4497973484276925
2012,Middlefield,8214800,11780615.0,1.4340720407070167
2016,Stafford,79101960,35914335.0,0.4540258547322974
2003,East Hampton,32221570,79476707.0,2.466568419850429
2004,West Hartford,262038500,614323982.0,2.344403520856668
2005,Andover,5240500,14220375.0,2.7135530960786185
2006,Granby,43598210,84684591.0,1.9423868778098918
2016,East Windsor,49426340,72995069.0,1.4768455240667224
2017,Hartland,5713560,7774506.0,1.3607113603427636
2020,Naugatuck,96730839,178445628.0,1.84476460500875
2020,Morris,17311670,30469101.0,1.7600324520973425
2006,New Canaan,428048200,772602142.0,1.8049419247645475
2010,Newtown,126359870,166751107.0,1.3196524102153635
2001,Prospect,16673810,31319416.0,1.8783598949490248
2003,Berlin,42579030,77531991.0,1.8208961312646155
2003,Goshen,15620690,31105663.0,1.9913117154235824
2003,Prospect,16289880,35323400.0,2.1684260411985847
2006,Bethany,21483900,40479436.0,1.8841754057689712
2009,Suffield,48810620,63282721.0,1.2964949226213476
2009,Rocky Hill,44463880,62230502.0,1.399574261175588
2012,Old Lyme,51181810,62223452.0,1.2157337147709313
2013,Danbury,229071466,357479899.0,1.5605605763225001
2013,Killingworth,23621610,33810113.0,1.4313212774235118
2014,West Hartford,220656600,346705359.0,1.5712440008592536
2014,North Stonington,18725452,22851283.0,1.220332785558394
2015,Wethersfield,79723200,113752941.0,1.4268486588596545
2018,Southington,158427442,239437428.0,1.5113380925509106
2002,Norwich,70548530,149174672.0,2.1144972404102536
2004,Wolcott,38901246,88817154.0,2.283144195432712
2013,Plymouth,27173824,31344758.0,1.1534908741588965
2017,East Lyme,90964260,134545871.0,1.4791069701440984
2002,Torrington,68820660,145919573.0,2.1202873236031157
2005,Old Lyme,53650396,87216872.0,1.625651970956561
2006,Naugatuck,64323456,142196712.0,2.2106509948719175
2006,Bethel,55451623,111100339.0,2.003554323378416
2008,Lisbon,5079620,5570165.0,1.0965712002078896
2010,Kent,15060850,15716050.0,1.0435035207176222
2013,Windham,103990,114900.0,1.1049139340321186
2014,Bolton,11494400,15889502.0,1.3823689796770602
2018,Warren,6092210,10266180.0,1.6851323247228838
2020,Cornwall,23470980,35148666.0,1.4975372140404875
2007,Wolcott,44121340,66920728.0,1.5167428731765626
2010,Middletown,91098400,114872610.0,1.2609728601160943
2013,Waterbury,169338988,276950175.0,1.6354779148674257
2018,Montville,52587870,82798421.0,1.5744775553754127
2002,Deep River,18879960,30388143.0,1.6095448825103442
2004,Colebrook,4876800,11638700.0,2.3865444553805775
2012,Ellington,43111530,62718942.0,1.454806683965983
2018,Middlebury,41748960,64720096.25,1.5502205623804761
2002,Trumbull,153616360,290996793.0,1.8943086074946704
2003,Seymour,39432500,79605570.0,2.01878070119825
2004,Kent,26588600,56206430.0,2.113929654062267
2007,Southington,131773160,201621647.0,1.530066115133006
2008,Milford,205745900,237589758.0,1.1547727463827955
2010,Bridgeport,575639556,209494202.0,0.36393295043122437
2011,Durham,21189958,26386213.0,1.245222524744976
2015,Weston,107672700,148918266.0,1.3830642864904474
2002,New London,34808194,69947451.0,2.009511065124493
2004,East Lyme,73932890,199588135.0,2.6995851913809945
2007,Coventry,28531660,49262105.0,1.726576897383468
2008,Canton,1035440,1689600.0,1.6317700687630379
2019,Wolcott,46609480,72334110.0,1.5519184080148503
2011,Canterbury,10126300,9988813.0,0.9864227802850004
2016,Westport,541696732,793219628.0,1.464324189424868
2019,Essex,46788300,75891285.65625,1.6220141714114427
2019,Morris,14186960,23954399.0,1.6884800549236765
2020,Salem,19606330,33589604.0,1.7132020117992506
2007,Hartford,127995701,327004635.0,2.5548095166102494
2009,Clinton,47520600,60007346.0,1.2627649061670096
2013,Westport,659827614,1045505721.0,1.5845134377780072
2014,New Canaan,451752987,638590805.0,1.4135840235185873
2018,Farmington,145664050,212713934.875,1.4603049611417505
2009,Ashford,11771850,14660894.0,1.2454197088817816
2009,Hebron,19795300,23742757.0,1.1994138507625547
2011,Ellington,33121380,46330527.0,1.3988102850787014
